,position_lat,position_long,altitude,power,cadence,distance,speed,time
340,-138876192,1992162304,13.600000000000025,86,88,2232.97,7.129,0 days 00:05:40
341,-138875696,1992163072,13.600000000000025,85,87,2240.34,7.264,0 days 00:05:41
342,-138875200,1992163584,13.600000000000025,84,87,2247.33,7.367,0 days 00:05:42
343,-138874672,1992164096,13.600000000000025,85,87,2254.89,7.344,0 days 00:05:43
344,-138874128,1992164608,13.600000000000025,85,88,2262.18,7.316,0 days 00:05:44
345,-138873568,1992165376,13.600000000000025,84,87,2269.72,7.286,0 days 00:05:45
346,-138873024,1992165888,13.799999999999956,86,87,2276.75,7.259,0 days 00:05:46
347,-138872448,1992166272,13.799999999999956,85,85,2283.94,7.232,0 days 00:05:47
348,-138871872,1992166784,13.799999999999956,87,85,2291.1,7.204,0 days 00:05:48
349,-138871296,1992167424,13.799999999999956,83,87,2298.28,7.173,0 days 00:05:49
350,-138870688,1992167936,13.799999999999956,84,85,2305.72,7.138,0 days 00:05:50
351,-138870096,1992168448,14.0,85,85,2312.91,7.104,0 days 00:05:51
352,-138869488,1992168960,14.0,85,85,2320.11,7.077,0 days 00:05:52
353,-138868928,1992169344,14.0,84,85,2326.92,7.07,0 days 00:05:53
354,-138868352,1992169984,14.0,87,85,2334.05,7.068,0 days 00:05:54
355,-138867776,1992170496,14.0,85,85,2341.03,7.134,0 days 00:05:55
356,-138867136,1992170880,14.0,83,86,2348.43,7.166,0 days 00:05:56
357,-138866528,1992171392,14.200000000000044,85,86,2355.27,7.195,0 days 00:05:57
358,-138865856,1992171776,14.200000000000044,87,85,2362.77,7.193,0 days 00:05:58
359,-138865184,1992172160,14.200000000000044,85,85,2369.99,7.187,0 days 00:05:59
360,-138864544,1992172672,14.200000000000044,85,85,2377.03,7.18,0 days 00:06:00
361,-138863856,1992173056,14.200000000000044,89,86,2384.23,7.173,0 days 00:06:01
362,-138863200,1992173440,14.200000000000044,89,85,2391.48,7.171,0 days 00:06:02
363,-138862592,1992173952,14.200000000000044,89,84,2398.56,7.161,0 days 00:06:03
364,-138862048,1992174464,14.200000000000044,91,82,2405.68,7.148,0 days 00:06:04
365,-138861552,1992174976,14.399999999999975,90,83,2413.05,7.144,0 days 00:06:05
366,-138861200,1992175744,14.399999999999975,90,83,2419.98,7.136,0 days 00:06:06
367,-138860976,1992176512,14.399999999999975,91,83,2426.95,7.128,0 days 00:06:07
368,-138860864,1992177152,14.399999999999975,89,82,2434.33,7.115,0 days 00:06:08
369,-138860816,1992177920,14.399999999999975,89,83,2441.23,7.094,0 days 00:06:09
370,-138860800,1992178816,14.600000000000025,90,83,2448.42,7.075,0 days 00:06:10
371,-138860864,1992179584,14.600000000000025,90,82,2455.57,7.064,0 days 00:06:11
372,-138860976,1992180352,14.600000000000025,90,81,2462.62,7.048,0 days 00:06:12
373,-138861104,1992180992,14.600000000000025,90,83,2469.62,7.028,0 days 00:06:13
374,-138861280,1992181760,14.799999999999956,92,83,2476.55,7.008,0 days 00:06:14
375,-138861488,1992182528,14.799999999999956,89,84,2483.75,6.984,0 days 00:06:15
376,-138861696,1992183168,14.799999999999956,90,85,2490.66,6.97,0 days 00:06:16
377,-138861920,1992183936,14.799999999999956,91,85,2497.42,6.975,0 days 00:06:17
378,-138862144,1992184704,14.799999999999956,89,85,2504.61,6.985,0 days 00:06:18
379,-138862352,1992185344,14.799999999999956,91,85,2511.42,7.016,0 days 00:06:19
380,-138862592,1992186112,14.799999999999956,90,85,2518.49,7.057,0 days 00:06:20
381,-138862832,1992186880,14.799999999999956,90,85,2525.47,7.104,0 days 00:06:21
382,-138863104,1992187648,14.799999999999956,90,85,2532.78,7.161,0 days 00:06:22
383,-138863392,1992188288,14.600000000000025,88,85,2540.06,7.227,0 days 00:06:23
384,-138863696,1992189056,14.600000000000025,91,85,2547.19,7.315,0 days 00:06:24
385,-138864048,1992189824,14.600000000000025,91,84,2554.77,7.423,0 days 00:06:25
386,-138864448,1992190464,14.399999999999975,90,85,2562.24,7.521,0 days 00:06:26
387,-138864864,1992191232,14.399999999999975,90,84,2569.45,7.603,0 days 00:06:27
388,-138865344,1992192000,14.399999999999975,89,85,2577.25,7.767,0 days 00:06:28
389,-138865872,1992192512,14.200000000000044,90,86,2585.07,7.98,0 days 00:06:29
390,-138866496,1992193280,14.200000000000044,90,85,2593.27,8.079,0 days 00:06:30
391,-138867216,1992193792,14.200000000000044,89,85,2601.52,8.125,0 days 00:06:31
392,-138867968,1992194176,14.0,89,86,2609.69,8.16,0 days 00:06:32
393,-138868720,1992194560,14.0,90,85,2617.52,8.282,0 days 00:06:33
394,-138869616,1992194816,14.0,91,83,2626.4,8.462,0 days 00:06:34
395,-138870464,1992195200,14.0,90,84,2634.77,8.499,0 days 00:06:35
396,-138871344,1992195584,13.799999999999956,90,83,2643.27,8.539,0 days 00:06:36
397,-138872208,1992195840,13.799999999999956,91,84,2651.66,8.561,0 days 00:06:37
398,-138873072,1992195968,13.799999999999956,89,84,2660.02,8.574,0 days 00:06:38
399,-138873984,1992196352,13.799999999999956,89,85,2668.76,8.566,0 days 00:06:39
400,-138874896,1992196736,13.799999999999956,91,85,2677.7,8.542,0 days 00:06:40
401,-138875680,1992196992,13.799999999999956,90,84,2685.76,8.525,0 days 00:06:41
402,-138876464,1992197376,13.799999999999956,91,85,2694.24,8.515,0 days 00:06:42
403,-138877248,1992198016,13.799999999999956,90,85,2703.08,8.496,0 days 00:06:43
404,-138877952,1992198528,13.799999999999956,90,85,2711.23,8.462,0 days 00:06:44
405,-138878656,1992199296,13.799999999999956,91,85,2719.78,8.405,0 days 00:06:45
406,-138879280,1992199808,13.799999999999956,90,86,2728.2,8.339,0 days 00:06:46
407,-138879808,1992200576,13.799999999999956,90,85,2736.44,8.283,0 days 00:06:47
408,-138880304,1992201216,13.600000000000025,90,85,2744.87,8.251,0 days 00:06:48
409,-138880688,1992202112,13.600000000000025,91,84,2752.81,8.246,0 days 00:06:49
410,-138881024,1992202880,13.600000000000025,90,85,2761.27,8.266,0 days 00:06:50
411,-138881312,1992203776,13.600000000000025,92,85,2769.54,8.305,0 days 00:06:51
412,-138881552,1992204672,13.399999999999975,90,86,2777.96,8.361,0 days 00:06:52
413,-138881728,1992205568,13.399999999999975,90,86,2786.21,8.427,0 days 00:06:53
414,-138881872,1992206464,13.399999999999975,90,86,2794.93,8.522,0 days 00:06:54
415,-138881968,1992207488,13.200000000000044,91,85,2803.29,8.615,0 days 00:06:55
416,-138882016,1992208384,13.200000000000044,91,85,2812.19,8.75,0 days 00:06:56
417,-138882000,1992209280,13.200000000000044,91,85,2820.98,8.846,0 days 00:06:57
418,-138881936,1992210304,13.200000000000044,89,85,2829.58,8.803,0 days 00:06:58
419,-138881840,1992211200,13.0,89,85,2838.51,8.75,0 days 00:06:59
420,-138881728,1992212224,13.0,89,85,2847.01,8.711,0 days 00:07:00
421,-138881568,1992213120,13.0,89,85,2855.97,8.658,0 days 00:07:01
422,-138881344,1992214016,13.200000000000044,91,85,2864.4,8.595,0 days 00:07:02
423,-138881008,1992214912,13.200000000000044,90,84,2873.14,8.534,0 days 00:07:03
424,-138880624,1992215808,13.200000000000044,90,84,2881.72,8.479,0 days 00:07:04
425,-138880208,1992216576,13.200000000000044,91,83,2890.0,8.437,0 days 00:07:05
426,-138879728,1992217472,13.200000000000044,91,83,2898.63,8.424,0 days 00:07:06
427,-138879232,1992218112,13.200000000000044,89,85,2906.95,8.452,0 days 00:07:07
428,-138878656,1992218880,13.200000000000044,89,84,2915.3,8.416,0 days 00:07:08
429,-138878032,1992219392,13.200000000000044,91,85,2923.79,8.39,0 days 00:07:09
430,-138877392,1992220160,13.200000000000044,91,84,2932.26,8.366,0 days 00:07:10
431,-138876720,1992220672,13.200000000000044,88,84,2940.6,8.331,0 days 00:07:11
432,-138876016,1992221440,13.200000000000044,90,85,2949.15,8.305,0 days 00:07:12
433,-138875344,1992221952,13.200000000000044,90,83,2957.43,8.28,0 days 00:07:13
434,-138874672,1992222592,13.200000000000044,91,85,2965.63,8.246,0 days 00:07:14
435,-138874048,1992223104,13.200000000000044,90,85,2973.39,8.202,0 days 00:07:15
436,-138873360,1992223616,13.200000000000044,95,86,2981.94,8.15,0 days 00:07:16
437,-138872704,1992224384,13.200000000000044,94,84,2989.82,8.108,0 days 00:07:17
438,-138872080,1992224896,13.200000000000044,95,85,2997.85,8.087,0 days 00:07:18
439,-138871408,1992225408,13.200000000000044,94,84,3006.26,8.075,0 days 00:07:19
440,-138870816,1992226176,13.200000000000044,95,84,3013.99,8.071,0 days 00:07:20
441,-138870224,1992226688,13.200000000000044,95,84,3022.21,8.068,0 days 00:07:21
442,-138869712,1992227456,13.200000000000044,96,84,3030.28,8.053,0 days 00:07:22
443,-138869280,1992228224,13.200000000000044,94,85,3038.44,8.023,0 days 00:07:23
444,-138869072,1992229120,13.200000000000044,94,86,3046.25,7.986,0 days 00:07:24
445,-138869168,1992230016,13.200000000000044,96,85,3054.4,7.951,0 days 00:07:25
446,-138869552,1992230784,13.200000000000044,95,84,3062.4,7.92,0 days 00:07:26
447,-138870064,1992231424,13.200000000000044,95,84,3070.27,7.901,0 days 00:07:27
448,-138870656,1992232064,13.200000000000044,96,85,3077.97,7.893,0 days 00:07:28
449,-138871280,1992232576,13.200000000000044,95,85,3085.83,8.038,0 days 00:07:29
450,-138871952,1992233088,13.200000000000044,95,86,3094.2,8.091,0 days 00:07:30
451,-138872624,1992233600,13.200000000000044,95,84,3102.12,8.088,0 days 00:07:31
452,-138873328,1992234240,13.200000000000044,95,85,3110.4,8.086,0 days 00:07:32
453,-138874016,1992234752,13.200000000000044,95,84,3118.17,8.081,0 days 00:07:33
454,-138874720,1992235264,13.200000000000044,95,85,3126.35,8.085,0 days 00:07:34
455,-138875392,1992235776,13.200000000000044,95,84,3134.59,8.087,0 days 00:07:35
456,-138876000,1992236544,13.200000000000044,94,84,3142.48,8.088,0 days 00:07:36
457,-138876512,1992237312,13.200000000000044,95,84,3150.65,8.083,0 days 00:07:37
458,-138876848,1992237952,13.200000000000044,95,83,3158.7,8.059,0 days 00:07:38
459,-138876960,1992238976,13.200000000000044,95,83,3166.85,8.029,0 days 00:07:39
460,-138876864,1992239872,13.200000000000044,95,84,3174.88,7.998,0 days 00:07:40
461,-138876560,1992240512,13.200000000000044,95,84,3183.23,7.965,0 days 00:07:41
462,-138876224,1992241536,13.200000000000044,94,84,3190.76,7.933,0 days 00:07:42
463,-138875856,1992242176,13.200000000000044,95,84,3198.92,7.899,0 days 00:07:43
464,-138875584,1992242944,13.200000000000044,95,84,3206.78,7.877,0 days 00:07:44
465,-138875456,1992243840,13.200000000000044,95,84,3214.81,7.861,0 days 00:07:45
466,-138875472,1992244736,13.200000000000044,95,86,3222.52,7.844,0 days 00:07:46
467,-138875616,1992245504,13.200000000000044,95,86,3230.36,7.823,0 days 00:07:47
468,-138875840,1992246400,13.200000000000044,95,86,3238.03,7.795,0 days 00:07:48
469,-138876112,1992247168,13.200000000000044,95,85,3246.0,7.769,0 days 00:07:49
470,-138876400,1992248064,13.200000000000044,94,86,3253.67,7.744,0 days 00:07:50
471,-138876720,1992248704,13.200000000000044,96,86,3261.25,7.72,0 days 00:07:51
472,-138877056,1992249472,13.200000000000044,95,85,3269.0,7.698,0 days 00:07:52
473,-138877408,1992250240,13.200000000000044,96,86,3276.68,7.677,0 days 00:07:53
474,-138877776,1992250880,13.200000000000044,94,85,3284.14,7.657,0 days 00:07:54
475,-138878160,1992251904,13.200000000000044,96,86,3292.17,7.642,0 days 00:07:55
476,-138878512,1992252544,13.200000000000044,94,85,3299.44,7.646,0 days 00:07:56
477,-138878880,1992253312,13.200000000000044,94,86,3307.29,7.657,0 days 00:07:57
478,-138879232,1992254080,13.200000000000044,96,85,3314.89,7.69,0 days 00:07:58
479,-138879600,1992254720,13.200000000000044,96,83,3322.67,7.801,0 days 00:07:59
480,-138879984,1992255488,13.200000000000044,96,84,3330.53,7.825,0 days 00:08:00
481,-138880384,1992256256,13.200000000000044,95,84,3338.4,7.847,0 days 00:08:01
482,-138880768,1992257152,13.200000000000044,94,84,3346.1,7.859,0 days 00:08:02
483,-138881168,1992257920,13.200000000000044,95,84,3353.89,7.873,0 days 00:08:03
484,-138881568,1992258560,13.200000000000044,96,84,3361.84,7.875,0 days 00:08:04
485,-138881968,1992259328,13.200000000000044,95,84,3369.69,7.879,0 days 00:08:05
486,-138882368,1992260096,13.200000000000044,96,84,3377.88,7.882,0 days 00:08:06
487,-138882784,1992260992,13.200000000000044,95,85,3385.78,7.877,0 days 00:08:07
488,-138883200,1992261504,13.200000000000044,94,84,3393.32,7.868,0 days 00:08:08
489,-138883616,1992262400,13.200000000000044,98,83,3401.66,7.86,0 days 00:08:09
490,-138884000,1992263168,13.200000000000044,95,83,3409.16,7.866,0 days 00:08:10
491,-138884400,1992263808,13.200000000000044,95,85,3416.91,7.879,0 days 00:08:11
492,-138884816,1992264576,13.200000000000044,93,86,3425.27,7.893,0 days 00:08:12
493,-138885184,1992265344,13.200000000000044,95,85,3432.99,7.91,0 days 00:08:13
494,-138885584,1992266240,13.200000000000044,96,82,3440.93,7.921,0 days 00:08:14
495,-138885968,1992267008,13.200000000000044,95,82,3448.65,7.949,0 days 00:08:15
496,-138886368,1992267648,13.200000000000044,96,84,3456.84,8.01,0 days 00:08:16
497,-138886768,1992268416,13.200000000000044,94,84,3464.67,8.08,0 days 00:08:17
498,-138887120,1992269312,13.200000000000044,95,85,3472.71,8.061,0 days 00:08:18
499,-138887536,1992270080,13.200000000000044,95,84,3481.13,8.047,0 days 00:08:19
500,-138887920,1992270720,13.200000000000044,95,83,3488.86,8.051,0 days 00:08:20
501,-138888336,1992271744,13.200000000000044,97,83,3497.03,8.065,0 days 00:08:21
502,-138888736,1992272384,13.200000000000044,95,84,3505.15,8.079,0 days 00:08:22
503,-138889152,1992273152,13.200000000000044,95,84,3513.07,8.097,0 days 00:08:23
504,-138889568,1992273920,13.200000000000044,94,85,3521.18,8.118,0 days 00:08:24
505,-138889984,1992274816,13.200000000000044,96,86,3529.49,8.146,0 days 00:08:25
506,-138890384,1992275456,13.200000000000044,94,84,3537.62,8.176,0 days 00:08:26
507,-138890800,1992276480,13.200000000000044,95,85,3545.84,8.201,0 days 00:08:27
508,-138891216,1992277120,13.200000000000044,96,84,3554.32,8.269,0 days 00:08:28
509,-138891616,1992277888,13.200000000000044,95,83,3562.28,8.306,0 days 00:08:29
510,-138892000,1992278784,13.200000000000044,96,83,3570.61,8.309,0 days 00:08:30
511,-138892368,1992279552,13.200000000000044,99,83,3578.91,8.317,0 days 00:08:31
512,-138892768,1992280448,13.200000000000044,101,84,3587.59,8.314,0 days 00:08:32
513,-138893152,1992281216,13.200000000000044,100,83,3595.77,8.319,0 days 00:08:33
514,-138893536,1992282112,13.200000000000044,101,84,3604.04,8.271,0 days 00:08:34
515,-138893904,1992282752,13.200000000000044,99,84,3612.28,8.224,0 days 00:08:35
516,-138894288,1992283648,13.200000000000044,99,85,3620.22,8.177,0 days 00:08:36
517,-138894688,1992284416,13.200000000000044,101,83,3628.57,8.133,0 days 00:08:37
518,-138895072,1992285312,13.200000000000044,100,83,3636.76,8.078,0 days 00:08:38
519,-138895440,1992286080,13.200000000000044,100,84,3644.5,8.038,0 days 00:08:39
520,-138895808,1992286848,13.200000000000044,100,83,3652.64,8.001,0 days 00:08:40
521,-138896160,1992287744,13.200000000000044,100,84,3660.74,7.982,0 days 00:08:41
522,-138896496,1992288384,13.200000000000044,99,84,3668.83,7.953,0 days 00:08:42
523,-138896816,1992289152,13.200000000000044,100,84,3676.6,7.922,0 days 00:08:43
524,-138897088,1992290048,13.200000000000044,100,83,3684.56,7.896,0 days 00:08:44
525,-138897344,1992290816,13.200000000000044,100,82,3692.39,7.873,0 days 00:08:45
526,-138897552,1992291712,13.200000000000044,101,81,3700.24,7.851,0 days 00:08:46
527,-138897728,1992292480,13.200000000000044,100,83,3707.92,7.83,0 days 00:08:47
528,-138897872,1992293376,13.200000000000044,100,83,3716.01,7.808,0 days 00:08:48
529,-138897984,1992294272,13.200000000000044,100,83,3723.97,7.789,0 days 00:08:49
530,-138898096,1992295168,13.200000000000044,100,83,3731.66,7.77,0 days 00:08:50
531,-138898192,1992295936,13.200000000000044,102,83,3739.25,7.755,0 days 00:08:51
532,-138898288,1992296832,13.200000000000044,99,84,3747.5,7.737,0 days 00:08:52
533,-138898352,1992297600,13.200000000000044,101,84,3755.01,7.721,0 days 00:08:53
534,-138898416,1992298496,13.200000000000044,101,83,3762.54,7.707,0 days 00:08:54
535,-138898416,1992299392,13.200000000000044,99,85,3770.18,7.694,0 days 00:08:55
536,-138898400,1992300032,13.200000000000044,98,84,3777.83,7.682,0 days 00:08:56
537,-138898336,1992301056,13.200000000000044,102,85,3785.66,7.691,0 days 00:08:57
538,-138898224,1992301696,13.200000000000044,100,82,3793.23,7.702,0 days 00:08:58
539,-138898064,1992302592,13.200000000000044,99,83,3800.83,7.707,0 days 00:08:59
540,-138897856,1992303360,13.200000000000044,101,84,3808.53,7.704,0 days 00:09:00
541,-138897568,1992304256,13.200000000000044,99,83,3816.16,7.693,0 days 00:09:01
542,-138897216,1992305024,13.200000000000044,102,84,3823.86,7.681,0 days 00:09:02
543,-138896800,1992305792,13.200000000000044,99,83,3831.72,7.668,0 days 00:09:03
544,-138896304,1992306432,13.200000000000044,100,84,3839.53,7.659,0 days 00:09:04
545,-138895776,1992307072,13.200000000000044,101,83,3847.15,7.663,0 days 00:09:05
546,-138895152,1992307584,13.200000000000044,100,83,3854.84,7.663,0 days 00:09:06
547,-138894496,1992308096,13.200000000000044,100,84,3862.48,7.677,0 days 00:09:07
548,-138893824,1992308480,13.200000000000044,101,84,3869.86,7.677,0 days 00:09:08
549,-138893088,1992308992,13.200000000000044,98,84,3877.83,7.668,0 days 00:09:09
550,-138892336,1992309376,13.200000000000044,100,84,3885.47,7.665,0 days 00:09:10
551,-138891616,1992309504,13.200000000000044,100,83,3892.86,7.658,0 days 00:09:11
552,-138890816,1992309888,13.200000000000044,101,83,3901.05,7.672,0 days 00:09:12
553,-138890080,1992310272,13.200000000000044,101,84,3908.31,7.684,0 days 00:09:13
554,-138889280,1992310656,13.200000000000044,100,85,3916.18,7.691,0 days 00:09:14
555,-138888512,1992310784,13.200000000000044,100,85,3923.73,7.684,0 days 00:09:15
556,-138887744,1992311168,13.200000000000044,100,85,3931.45,7.695,0 days 00:09:16
557,-138886960,1992311424,13.200000000000044,100,84,3939.1,7.716,0 days 00:09:17
558,-138886176,1992311680,13.200000000000044,100,85,3946.74,7.744,0 days 00:09:18
559,-138885392,1992311936,13.200000000000044,100,85,3954.57,7.742,0 days 00:09:19
560,-138884592,1992312320,13.200000000000044,100,84,3962.26,7.768,0 days 00:09:20
561,-138883776,1992312704,13.200000000000044,100,83,3970.44,7.798,0 days 00:09:21
562,-138882992,1992312832,13.200000000000044,101,83,3978.27,7.831,0 days 00:09:22
563,-138882240,1992313216,13.200000000000044,100,84,3985.74,7.859,0 days 00:09:23
564,-138881472,1992313600,13.200000000000044,102,84,3993.69,7.894,0 days 00:09:24
565,-138880656,1992313984,13.200000000000044,100,85,4001.98,7.905,0 days 00:09:25
566,-138879952,1992314240,13.200000000000044,100,87,4009.51,7.898,0 days 00:09:26
567,-138879280,1992314880,13.200000000000044,100,87,4017.27,7.885,0 days 00:09:27
568,-138878608,1992315392,13.200000000000044,101,87,4025.34,7.865,0 days 00:09:28
569,-138877984,1992316160,13.200000000000044,100,87,4033.54,7.842,0 days 00:09:29
570,-138877408,1992316672,13.200000000000044,101,87,4041.21,7.823,0 days 00:09:30
571,-138876880,1992317184,13.200000000000044,101,86,4048.64,7.805,0 days 00:09:31
572,-138876352,1992317952,13.200000000000044,99,88,4056.77,7.787,0 days 00:09:32
573,-138875856,1992318720,13.200000000000044,99,89,4064.49,7.768,0 days 00:09:33
574,-138875376,1992319360,13.200000000000044,100,88,4072.23,7.756,0 days 00:09:34
575,-138874944,1992320128,13.200000000000044,100,87,4080.04,7.764,0 days 00:09:35
576,-138874560,1992320896,13.200000000000044,100,87,4087.64,7.777,0 days 00:09:36
577,-138874160,1992321536,13.200000000000044,101,87,4095.61,7.786,0 days 00:09:37
578,-138873808,1992322304,13.200000000000044,99,87,4103.52,7.789,0 days 00:09:38
579,-138873504,1992323200,13.200000000000044,100,88,4111.02,7.796,0 days 00:09:39
580,-138873216,1992323968,13.200000000000044,101,87,4118.93,7.805,0 days 00:09:40
581,-138872992,1992324864,13.200000000000044,99,87,4126.81,7.813,0 days 00:09:41
582,-138872816,1992325632,13.200000000000044,100,87,4134.31,7.825,0 days 00:09:42
583,-138872672,1992326528,13.200000000000044,99,88,4142.19,7.843,0 days 00:09:43
